feature,tau_s,median_jump,median_ctrl,cliffs_delta,n_jump,n_ctrl
spread_ticks,-20.8,3.000000238418579,2.000000834465027,0.15298653610771118,430,380
spread_ticks,-20.6,3.000000238418579,2.0000011920928955,0.1535067319461445,430,380
spread_ticks,-20.4,3.000000238418579,2.0000011920928955,0.16312117503059986,430,380
spread_ticks,-20.2,3.000000238418579,2.0000011920928955,0.16793145654834762,430,380
spread_ticks,-20.0,3.000000238418579,2.0000011920928955,0.17292533659730713,430,380
spread_ticks,-19.8,3.000000238418579,2.0000011920928955,0.17719706242350064,430,380
spread_ticks,-19.6,3.000000238418579,2.0000011920928955,0.1697674418604651,430,380
spread_ticks,-19.4,3.000000238418579,2.0000011920928955,0.16450428396572825,430,380
spread_ticks,-19.2,3.000000238418579,2.0000011920928955,0.15811505507955936,430,380
spread_ticks,-19.0,3.000000238418579,2.000000834465027,0.1560220318237453,430,380
spread_ticks,-18.8,3.000000238418579,2.0000003576278687,0.15181762545899624,430,380
spread_ticks,-18.6,3.000000238418579,2.000000834465027,0.1469951040391677,430,380
spread_ticks,-18.4,3.000000238418579,2.000000834465027,0.1453304773561812,430,380
spread_ticks,-18.2,3.000000238418579,2.0000001192092896,0.15351897184822527,430,380
spread_ticks,-18.0,3.000000238418579,2.0000003576278687,0.1510220318237454,430,380
spread_ticks,-17.8,3.000000238418579,2.0000011920928955,0.145079559363525,430,380
spread_ticks,-17.6,3.000000238418579,2.0000011920928955,0.13847001223990207,430,380
spread_ticks,-17.4,2.9999998807907104,2.0000011920928955,0.13754589963280295,430,380
spread_ticks,-17.2,3.0000001192092896,2.0000011920928955,0.13987760097919222,430,380
spread_ticks,-17.0,2.999999523162842,2.0000011920928955,0.12651774785801706,430,380
spread_ticks,-16.8,2.9999988079071045,2.0000011920928955,0.12026315789473685,430,380
spread_ticks,-16.6,2.9999979734420776,2.0000011920928955,0.11640146878824975,430,380
spread_ticks,-16.4,2.9999979734420776,2.0000011920928955,0.11508567931456559,430,380
spread_ticks,-16.2,2.9999979734420776,2.0000011920928955,0.11700734394124845,430,380
spread_ticks,-16.0,2.9999988079071045,2.0000011920928955,0.11402692778457779,430,380
spread_ticks,-15.8,2.9999979734420776,2.0000011920928955,0.10842717258261936,430,380
spread_ticks,-15.6,2.9999988079071045,2.0000011920928955,0.1058873929008568,430,380
spread_ticks,-15.4,2.999999165534973,2.0000011920928955,0.10307221542227651,430,380
spread_ticks,-15.2,2.999999523162842,2.0000011920928955,0.09736842105263155,430,380
spread_ticks,-15.0,2.999999523162842,2.0000011920928955,0.10351897184822523,430,380
spread_ticks,-14.8,3.0000001192092896,2.0000011920928955,0.11268665850673187,430,380
spread_ticks,-14.6,3.000000238418579,2.0000011920928955,0.11330477356181157,430,380
